#a,e,i,H,diameter,BV,UB
2.843151157,0.255945113,14.60096218,10.3,33.33,,
3.135908239,0.171742351,1.827618095,8.72,95.03,0.643,0.334
2.368308959,0.147004236,12.12961089,8.84,46.9,0.87,0.44
1.944132022,0.073777438,22.50914163,11.21,,0.717,0.247
2.44965529,0.153971875,1.816391519,10.23,41.49,0.709,0.28
3.201600952,0.063641311,18.47903031,9.8,59.53,,
2.387288166,0.247130958,7.355112553,10.41,13.12,0.73,
2.555944941,0.067451798,7.373927477,9.8,61.14,0.611,0.2
3.134061282,0.062625414,19.14848843,9.83,76.57,0.72,0.217
2.210032406,0.107317287,1.596351139,11.5,,,
2.807109923,0.078873554,8.147918323,8.51,70.32,0.701,0.25
2.345897865,0.070448923,6.068258583,10.03,66.73,0.692,0.331
2.21567014,0.040746628,4.233822414,10.28,26.68,0.902,0.479
2.76907125,0.175518312,10.27747499,7.83,163.08,0.676,0.293
3.198153125,0.19179133,21.37599535,9.29,87.17,0.684,0.368
2.785708062,0.127091612,10.62803013,8.9,45.4,1.026,0.615
2.986253884,0.040952964,4.800675581,8.99,79.22,0.778,0.387
3.132614608,0.186906857,12.72811126,10.3,47.76,0.66,0.303
2.550606435,0.173394695,3.085622004,9.47,85.59,0.701,0.378
3.017255069,0.099179902,10.1525635,10.28,33.32,0.785,0.475
3.059345058,0.076370147,15.24085738,6.65,224.96,0.666,0.31
2.846970018,0.0135727,3.224850334,11.2,,,
2.183245062,0.109015997,5.550373427,10.86,20.93,,
2.62822139,0.110670981,6.293907531,9.2,81.57,0.662,0.347
2.656675878,0.293297882,12.01796951,8.86,84.41,0.694,0.311
2.786300341,0.180501738,14.44334809,9.2,39.76,,
3.095144476,0.174977527,12.92091361,11,,,
2.998421588,0.237283088,12.67030854,9.63,38.75,0.885,0.471
2.621785793,0.208658236,10.29690072,10.44,29.32,0.869,0.453
2.719060772,0.1052101,4.633992783,10.6,21.78,,
3.122779917,0.141180692,1.462693368,10.48,,0.61,0.31
2.87708636,0.085372125,3.192710413,9.23,35.63,0.834,0.421
2.397365411,0.220975416,13.5458232,11.82,19.97,0.713,0.294
2.803276487,0.204194729,10.1696186,9.52,74.04,0.638,
3.089294039,0.208913156,4.6568171,9.7,73.34,,
3.353681484,0.091673342,19.1128791,8.3,115.53,0.659,0.342
2.944263944,0.109458098,6.436286149,10.5,41.96,,
3.130927333,0.197927759,0.437611596,9.83,69.34,0.66,0.313
3.179076919,0.159007911,11.59625208,8.62,125.57,0.655,0.268
2.405092502,0.094349487,7.22565634,10.07,26.39,0.886,0.466
2.888360629,0.232191933,14.97846685,6.73,134.19,0.828,0.473
2.543379377,0.094575842,15.80379588,8.92,47.27,0.882,0.473
2.663047807,0.106750235,12.91566074,12.3,,,
2.452566112,0.211849293,8.797991048,10.6,37.58,,
2.649692705,0.074093878,10.93740414,8.55,116.76,0.716,0.375
2.415392705,0.188566654,5.287273316,10.25,22.51,0.884,0.469
3.015564974,0.084189841,13.18522926,7.98,79.46,0.85,0.445
2.721116257,0.216815253,8.680898067,9.6,72.98,,
2.644758886,0.044964197,21.29113614,8.38,56.22,0.854,0.439
2.741515483,0.155007999,9.83730843,8.6,,,
2.997032452,0.100487422,14.46454791,8.84,46.57,0.871,0.455
3.420648952,0.054497289,18.74587761,8.33,69.37,0.863,0.41
2.669140651,0.056134627,12.5051716,9.86,31.61,0.85,
2.748527377,0.192170566,13.85908502,8.3,63.88,0.848,0.427
2.352173505,0.161674572,11.09108235,10.89,21.85,,
2.669469685,0.088907593,10.24608914,8.14,63.15,0.852,0.424
3.166583115,0.159066126,11.52190992,7.81,150.13,0.691,0.368
3.153269281,0.044282823,12.9964443,8.32,139.39,0.697,0.369
3.17124576,0.09513498,9.280388714,8.32,115.55,0.75,0.39
3.188594312,0.088410084,18.86554191,8.5,97.29,,
3.12377789,0.171649587,1.620683079,9.8,51.69,,
3.120499143,0.172527185,15.14861811,10.3,46.41,,
2.984998701,0.062851855,7.087044121,8.96,85.52,0.728,0.373
2.486613914,0.130239783,2.279348244,10.78,38.85,0.69,0.16
2.198971662,0.079298343,3.791398061,11.61,15.47,0.861,0.507
2.856925127,0.295878612,4.807962033,10.02,,0.696,0.245
2.65068421,0.224974487,9.501203954,8.95,81.83,0.78,0.375
4.026067338,0.215415905,2.090741037,9.39,81.38,0.663,0.291
2.611645748,0.146271337,9.772565841,9.3,43.2,,
3.162318893,0.140142562,20.81752808,8.9,77.44,,
2.382084303,0.179561803,25.03214634,10.77,15.98,0.87,0.495
2.723148775,0.175810378,5.009797779,9.14,81.68,0.725,0.315
2.720683216,0.218127228,12.89037409,9.4,30.02,,
2.683874039,0.245914912,9.843195639,8.61,115,0.683,0.235
3.041316655,0.148796749,17.00101282,8.85,105.94,0.718,0.332
3.154741633,0.09531361,9.517869809,9.1,43.78,,
3.166046738,0.009846646,13.34338621,8.24,142.35,0.732,0.325
3.067660471,0.092691928,15.40164294,8.4,52.99,0.827,0.41
2.609570179,0.192346267,9.524654055,9.73,57.44,0.735,0.3
3.164664454,0.187732423,15.94597265,6.22,326.06,0.717,0.363
3.014384509,0.080131149,9.715840174,9.75,50.15,0.807,0.425
3.046704609,0.042135092,3.876681397,9.04,106.17,0.675,0.255
3.125395697,0.170020078,2.038225871,11.23,38.22,0.875,0.415
2.679427821,0.273191193,12.96074961,8.27,73.1,0.736,0.265
3.156538976,0.181211207,3.195072616,9.35,91.12,0.711,0.327
2.535350565,0.226443899,6.721779593,11,15.63,,
2.789075777,0.186313771,11.02130274,9.14,48.25,0.833,0.357
3.00720288,0.109458821,10.95701482,10.61,28.67,0.738,
2.738271413,0.283171012,10.59904118,8.31,115.65,0.712,0.341
3.629442707,0.076885439,4.438159889,9.12,101.22,0.664,0.243
2.970542297,0.174442951,4.295920295,9.6,31.89,,
2.635158245,0.126556813,8.229646638,9.83,71.73,0.722,0.316
2.245248892,0.10270817,5.994687455,12.53,,0.95,0.56
3.121914474,0.13557825,2.173090343,10.17,41.49,0.643,0.367
2.724710142,0.151446631,9.676988985,10.1,52.91,,
3.395191515,0.019006122,12.67834619,9.14,83.42,,
3.014410611,0.097255286,11.0274267,10.06,32.01,0.796,0.471
3.186508412,0.219701102,8.559783506,9.29,84.85,0.664,0.304
2.785799042,0.197632595,33.97967512,11.8,15.19,,
2.773823586,0.17670065,16.3168477,5.81,222.39,0.857,0.429
2.979811214,0.04542381,6.556560405,9.67,31.08,0.871,0.386
2.884429605,0.055804212,3.275284067,9.77,33.12,0.834,0.39
2.569835324,0.025231369,6.781636917,9.48,74.49,0.752,0.419
3.497336649,0.085320831,19.42822429,8.08,151.42,0.694,0.294
3.075702318,0.229665621,9.893602482,8.8,39.11,,
3.16301635,0.167672108,6.515382133,9.3,72.49,,
2.739524403,0.209817479,6.809008556,9.7,53.97,,
2.218890442,0.089827584,5.581073478,10.76,19.02,0.93,0.5
2.813893089,0.052219458,6.008405368,10.1,57.01,,
2.906585513,0.138304189,12.0747547,9.36,41.57,0.795,0.38
3.056324622,0.155258248,8.479756148,9.4,34.37,,
2.591449094,0.153571116,8.376980279,9.9,24.58,,
3.210172841,0.16788522,11.12580577,8.84,111.29,0.686,0.343
2.596939132,0.116150702,14.8522513,9.7,66.02,0.766,0.375
2.773138487,0.236751712,16.90106454,9.52,69.68,0.761,0.254
2.282326054,0.184903737,3.872893428,11.26,,0.882,0.489
2.684375334,0.257765294,3.961957906,11.01,18.81,0.827,0.361
2.591968429,0.220767459,10.11613445,9.37,37.75,0.85,0.39
2.965312383,0.123911354,0.397646339,9.57,78.46,0.673,0.289
3.150846985,0.087641496,7.696305215,9.4,77.56,,
2.23102535,0.109668701,5.390097216,12.2,,,
2.374663491,0.152886378,2.936108342,8.97,95.87,0.676,0.342
3.18777507,0.149985409,2.645788964,10.6,40.11,,
2.464104339,0.103245837,5.241034732,9.56,37.81,0.849,0.41
2.442893152,0.099279428,2.491015255,11.8,,,
2.909534163,0.044345528,8.371222601,9.09,59.31,0.733,0.278
2.711592401,0.066908728,9.305627497,9.36,79.82,0.733,0.379
2.750442965,0.162239352,8.471357591,10.6,37.24,,
3.176669705,0.116042611,1.54327226,11.21,24.5,0.745,
3.024694002,0.097655247,11.1128591,9.95,30.67,0.794,0.415
2.715087482,0.233266065,10.23218179,8.5,53.29,0.887,0.471
2.74629558,0.276476587,17.98927731,10.43,49.57,0.731,0.312
2.442778787,0.130044203,10.99634132,10.88,27.57,0.811,0.422
3.379662758,0.112242357,4.899633394,8.03,168.16,0.712,0.291
3.132768525,0.093574507,9.269005091,9.16,93.41,0.652,0.309
2.882204241,0.166536776,18.39355502,9.1,86.99,,
2.657747829,0.180170364,1.292968878,10.12,72.95,0.716,0.335
3.418686393,0.121667081,1.786646257,8.81,102.81,0.775,0.374
2.410356405,0.242201394,5.22526286,11.59,,0.867,0.437
2.400481727,0.156614181,10.57211847,10.94,29.63,0.691,0.308
3.012964856,0.114706244,9.832960908,9.6,48,,
2.252542682,0.239352765,5.682950774,12.3,7.46,,
2.55410792,0.127757347,15.01174095,10.9,21.26,,
2.985810305,0.196005521,10.22852774,9.4,84.68,,
3.111057473,0.154546104,5.296746722,9.5,39.53,,
2.750330518,0.193976572,6.151776313,9.2,69.29,,
3.012543003,0.080957187,11.00814398,7.85,85.57,0.818,0.418
3.23198073,0.083076294,3.661520731,9.6,45.79,,
3.212506654,0.031106804,21.88939521,9.4,63.66,,
2.61071315,0.222051515,30.03342234,9.11,43.41,0.891,0.534
3.169921267,0.161883802,8.252896841,9.01,81.64,0.664,0.306
2.37381019,0.233234604,10.72859955,8.71,54.01,0.916,0.521
2.431085754,0.128375287,7.564569392,10.4,58.09,0.702,0.32
3.042996731,0.06017105,1.625478192,9.21,82.37,0.66,0.372
2.334997421,0.166854669,24.99595615,12.7,,,
3.135329669,0.039133555,10.81219564,9.14,87.54,0.73,0.368
2.999044979,0.079388704,11.18070629,9.9,39.87,0.817,0.41
2.678811227,0.207358626,12.49008481,10.64,51.86,0.693,0.299
3.025102658,0.129221353,10.18156065,9.3,,,
2.700712331,0.214890272,16.8859854,9.28,75.32,0.657,0.314
2.627727475,0.352891569,32.59341068,12.01,9.23,0.964,0.588
3.210886781,0.060911151,17.81910122,8,109.07,,
2.92665157,0.164853689,14.66177512,8.9,113.34,0.714,0.177
2.674048858,0.143242349,12.79971277,9.4,36.06,,
2.763488184,0.247083228,12.22583336,9.53,72.33,0.745,0.377
2.772949569,0.292257316,16.66084492,8.71,64.87,0.879,0.446
2.65900881,0.05510205,10.19973513,10.18,24.9,0.84,0.44
3.136337365,0.101752244,16.08133855,9.65,73.32,0.66,
3.092321913,0.246231728,15.07910291,8.31,124.72,0.692,0.333
2.538331134,0.174261527,8.025774009,12.1,13.73,,
3.146518932,0.199718698,4.42251289,9.2,65.16,,
2.999789223,0.139871923,19.6603444,9.9,69.86,,
2.587512477,0.219978888,8.62002745,10.38,35.54,0.77,0.391
2.854769809,0.075241747,10.11479668,9.5,62.78,,
3.021592394,0.124361546,9.381041802,10.6,25.18,,
3.086678582,0.041294113,4.187490103,10,54.17,,
3.08796115,0.257929092,12.69709114,12.1,,,
2.980398385,0.119237791,13.4382334,9.19,56.97,0.817,0.414
3.158977043,0.258099194,20.81808509,11.2,37.74,,
2.919309218,0.05981631,7.66763424,9.67,80.04,0.692,0.285
2.694312329,0.111701286,7.026528851,11,25.81,,
2.631163727,0.11088028,2.761278226,10.36,47.89,0.708,0.315
2.553722646,0.059905746,14.95639854,10.68,18.15,0.889,0.442
3.190418092,0.074069226,17.03818939,8.26,120.29,0.696,0.317
2.520437157,0.074577717,13.78945536,9.95,,0.852,0.477
2.437261086,0.133802428,7.732070027,11.28,,0.683,0.237
3.126035285,0.138962225,2.315286078,10.49,27.15,0.65,0.285
2.414712558,0.242310606,8.643997232,10.17,,0.814,0.445
2.46112044,0.112431108,14.13006051,10.97,44.09,0.714,0.324
2.64923165,0.22489328,12.06423728,10,28.37,,
2.575043408,0.241945475,25.35075357,9,100.73,0.705,0.332
2.899227588,0.059893177,6.477292041,9.95,48.51,0.68,0.261
2.581319062,0.042799787,11.53153209,9.25,49.72,0.813,0.321
3.138580139,0.153903467,9.25489315,9.9,30.1,,
2.623760844,0.110821056,13.85637658,11,17.21,,
2.792161713,0.082438564,18.91921502,8.7,57.65,0.864,0.439
2.662564456,0.192092384,2.214621903,11.6,,,
3.017026649,0.084937669,10.91615197,9.73,34.37,0.765,0.445
3.046128395,0.185911385,12.2881705,9.6,69.44,,
3.143372742,0.076730424,11.02634309,9.01,98.24,0.675,0.336
2.910403268,0.173036141,7.925893735,9.5,74.29,,
3.172365203,0.124910675,0.271566535,11,33.3,,
2.734426182,0.161023526,7.718405277,9.8,65.44,,
3.018714203,0.102721116,8.577645749,8.2,71.25,0.836,0.477
3.160219963,0.080517694,13.37160294,8.99,80.79,0.753,0.465
2.219777897,0.12823054,1.712119548,12.1,,,
3.192730749,0.121834764,8.168324335,9.98,33.36,0.897,0.417
3.362905465,0.059405356,13.77317601,9.72,71.57,0.719,0.302
2.598185892,0.156105224,1.040819904,11.13,19.92,0.816,0.413
3.212000445,0.146454178,7.043045026,9.94,28,0.871,0.412
2.32499952,0.212692283,6.911041366,12.5,,,
2.442517449,0.1936756,7.327972551,11.41,,0.719,0.297
3.209057414,0.194404451,9.801542388,9.68,68.27,0.676,0.278
2.547724217,0.276334311,12.68463065,12.4,,,
2.458074662,0.183937458,2.557762901,12.93,,,
3.026303827,0.099848389,10.75621085,10.01,33.04,0.847,0.489
2.554808232,0.125310446,15.75596541,11.4,16.87,,
3.014511883,0.039632827,11.29067205,9.18,39.22,0.833,0.424
2.297375543,0.231139065,18.12801155,8.52,127.4,0.698,0.328
2.989175487,0.087613321,6.497062044,9.6,30.79,,
3.148080375,0.135681773,0.514699071,10,53.17,,
2.611165096,0.11205305,10.23076903,10.93,42.52,,
2.855990282,0.064818861,1.504917732,10.54,22.95,0.87,0.36
2.532887003,0.107900679,15.20477493,9.14,42.24,0.86,0.475
3.016063759,0.033735015,9.23167887,9.63,48.05,0.793,0.395
2.552538385,0.216474353,4.120180331,10.5,23.62,,
3.069497779,0.146455161,17.82318262,9.21,100.88,0.677,0.308
3.204448271,0.228348562,8.551300031,9.97,72.68,0.695,0.238
3.144323178,0.170728581,14.74093598,8.1,51.09,,
2.594257913,0.236821597,7.581493029,10.9,27.04,,
3.182178917,0.19199434,25.40263259,8.9,81.28,,
2.794362908,0.234385158,6.841074165,11.8,26.84,,
3.01003074,0.079547353,10.78312426,10.24,31.75,0.82,0.47
2.802003443,0.1939654,7.534496696,9.8,34.07,,
3.094363048,0.068402087,8.024834166,10,58.72,,
2.555644895,0.135519722,11.12373466,11.1,,,
2.817138506,0.012509305,2.87791757,10.2,37.53,0.782,0.427
2.921242251,0.1955079,13.51329669,7.42,97.35,0.84,0.415
2.771570975,0.201046807,9.78415178,7.91,76,0.847,0.444
3.059957899,0.124249373,12.86445349,9.3,79.99,,
2.954370491,0.050770842,8.488356618,9.7,28.87,,
2.573465208,0.218688216,6.083584361,9.02,41.8,,
2.585010692,0.311874946,24.38838576,9.01,51.47,0.857,0.447
3.151516311,0.291799569,17.48595756,9.31,83.92,0.689,0.271
3.106989569,0.102718053,12.57759712,11,,,
2.652307438,0.174159538,11.49548124,12.2,,,
3.116952881,0.055248772,18.50602276,8.1,83.04,0.689,0.305
2.432753963,0.034754305,5.521794318,11.4,,0.96,0.5
2.235899722,0.19601022,3.648665388,11.8,10.95,,
2.588905598,0.268605112,15.67806224,9.67,41.13,0.839,0.424
2.724088217,0.271349525,14.86513523,11.71,,0.681,0.259
2.697354885,0.139064119,10.24377355,10.59,41.4,0.76,
2.314982018,0.230401233,5.744672269,12.15,14.36,0.71,0.306
3.145410581,0.182254357,11.26676173,8.02,134.65,0.675,0.316
3.011724893,0.118809571,13.02736976,9.3,87.68,0.743,0.34
3.38645153,0.17089743,26.08967163,9.18,45.9,0.86,0.435
2.943380891,0.031317389,14.1941561,9.38,67.66,0.776,0.411
2.670413536,0.324283918,15.84181238,9.17,90.78,0.712,0.347
2.540026503,0.159799641,13.85215943,9.3,48.18,0.871,0.408
3.167752849,0.25175613,13.03771214,9,75.76,,
2.879267511,0.156806879,15.14513821,9.63,80.14,0.735,0.391
2.868914104,0.108820608,11.52917689,10.7,27.03,,
2.229762288,0.10364567,6.790567859,11.2,15.44,,
3.013428978,0.032259282,7.142421189,9.25,40.18,0.66,0.296
3.192719091,0.020113773,20.61122908,7.25,194.73,0.665,0.316
2.175196013,0.13755897,2.457374402,12.1,,,
3.06113454,0.153317506,17.31139923,5.94,316.62,0.645,0.259
2.923486589,0.048657757,25.04051053,8.39,134.22,0.696,0.288
2.728587071,0.194679646,14.46887956,10.2,29.22,,
2.180640407,0.107996239,4.271924582,12.2,,,
2.669863649,0.086577256,3.49138652,10.61,21.43,0.88,0.376
2.914049622,0.112585438,16.29344515,9.04,96.56,0.715,0.326
3.127267723,0.135366195,1.750075423,11.1,26.81,,
2.238184097,0.194824821,6.085700507,11.9,,,
2.575043684,0.186120629,12.76304064,8.32,127.57,0.743,0.353
3.390895305,0.165120763,10.35799266,8.97,105.52,0.663,0.281
2.534989251,0.056597568,14.26722817,9.07,39.18,0.884,0.454
2.768209502,0.083712515,13.80376221,9.8,28.55,,
2.812821469,0.084507844,8.480560504,10.84,21.28,0.86,0.351
3.146544937,0.260004373,1.644455614,11.1,31.04,0.701,0.242
3.053246915,0.200867795,6.929390574,9.8,72.94,,
2.88767775,0.016503858,2.355891473,9.71,33.73,0.806,0.44
3.562524006,0.114119819,8.31452138,9.26,76.07,0.782,0.24
2.171740204,0.145118155,5.638350523,12.1,,,
2.99464932,0.054296505,4.994167391,9.7,35.68,,
2.455273723,0.249509254,11.70753709,13.2,,,
2.573847012,0.219497129,3.786809246,11.81,21.51,0.738,0.417
2.566467917,0.284333437,15.40937566,10.57,44.02,,
2.566528696,0.104362027,15.06101852,9.62,32.17,0.801,0.273
2.25339085,0.087647249,4.256676104,12.8,,,
2.759671347,0.096246803,18.04189643,9.31,49.15,0.78,0.375
2.243571261,0.177665825,4.235337692,14,,,
2.994020655,0.136697768,10.69252293,9.62,41.78,0.691,0.312
2.456056886,0.04453863,10.98893007,10.7,37.61,,
3.398093313,0.061935131,20.25934687,9.05,88.71,0.704,0.281
3.148022771,0.097110925,5.79841006,9.7,70.82,,
2.72666009,0.322748002,16.88713778,9.55,74.32,0.705,0.318
2.201852018,0.164871491,4.374275703,11.64,16.66,0.9,0.51
2.593050107,0.243172105,12.35149545,8.81,44.07,0.832,0.208
3.03741083,0.055677804,3.533849786,10.13,62.79,0.763,
2.738208214,0.142869178,20.65867051,8.5,107.53,0.72,0.312
3.054816578,0.112040203,10.84479657,8.97,90.9,0.708,0.324
2.719730502,0.069934208,8.414882961,10.4,29.64,,
3.010444129,0.119002113,11.21984085,9.55,45.6,0.842,0.405
2.792957877,0.056952054,4.827814127,10,53.17,,
3.171206026,0.120141822,7.706535966,10.21,58.69,0.657,0.161
3.260754948,0.040515319,13.31969992,10.3,,,
3.107771257,0.239371173,17.50511328,10,69.75,0.726,0.283
3.001115129,0.340629396,18.16520572,7.69,171.71,0.713,0.317
3.957621862,0.189094461,2.258914224,9.01,102.97,0.694,0.206
2.243387262,0.172796158,5.394370858,11.82,,0.857,0.504
2.444725059,0.128592307,3.950865941,12.13,20.57,0.603,0.22
2.551775942,0.152523653,15.61060651,8.66,110.5,0.685,0.376
2.462449994,0.073594054,5.959805389,10.1,62.77,,
2.328311623,0.222207457,10.09301949,10.21,23.59,0.936,0.491
2.987851451,0.047954336,24.55918887,9.19,87.62,0.695,0.335
3.183556833,0.140715298,3.2328094,9.81,36.04,0.688,0.22
3.196606608,0.147973567,20.34927566,9.6,71.5,,
2.373527461,0.108621777,8.165866688,10.2,32.09,0.674,0.242
3.186997023,0.151741224,5.61118693,8.16,85.48,0.745,0.418
2.617270259,0.206358898,19.91026685,10.5,45.11,,
3.151781666,0.231337295,12.53084872,7.96,71.29,0.947,0.557
2.862467555,0.065409737,2.160635075,10.83,,0.758,0.412
3.156726808,0.102736733,13.08851369,8.28,137.08,0.658,0.345
2.240960627,0.165597766,4.085170971,12.5,,,
3.191620124,0.099838083,10.03371691,9.48,58.28,0.737,0.4
2.546211549,0.283600466,5.548035942,12.4,,,
3.019360802,0.094609189,10.07886755,10.15,31.28,0.802,0.38
3.128005987,0.175521514,2.419836494,10,41.54,,
3.142290262,0.208309872,16.23518527,10.21,,0.717,0.242
3.168721136,0.185311511,7.369528925,8.9,106.44,,
2.220896689,0.150937179,4.38524968,11.11,16,0.9,0.557
2.650419082,0.248783626,14.93970089,10.49,29.38,0.687,0.3
2.998945044,0.09150347,28.85878437,8.33,117.66,0.671,0.342
2.857874877,0.081042561,16.68764402,9.1,95.88,0.706,0.284
3.04575542,0.17002628,5.561423463,8.6,50.37,,
3.01058197,0.072230575,9.291152198,10.4,33.59,0.818,0.432
2.93376943,0.162643919,18.2511476,7.68,151.17,0.724,0.39
3.223653307,0.107798651,12.93888386,9.8,65.57,,
3.188978961,0.249948346,13.68560762,9.66,64.06,0.617,0.256
2.668193626,0.224692324,14.5843879,8.3,76.62,,
3.112141784,0.097281752,19.08707833,9,94.4,,
3.217179565,0.115397932,19.15104467,9.4,66.02,,
2.179537557,0.038457697,5.26075994,11.58,11.88,,
2.34335406,0.229308562,9.338852714,10.6,40.02,,
3.098193917,0.241707045,12.28604604,9,89.42,,
2.569493529,0.210054308,12.7672843,9.45,48.54,0.645,0.166
3.172278378,0.163782126,14.55216847,8.65,91.6,0.692,0.254
2.540834407,0.128725151,14.83382306,9.9,27.51,,
3.12542728,0.132215823,14.3352602,8.3,103.68,,
2.688586235,0.146127296,10.7818995,10.9,,,
3.410194987,0.150882579,20.52815313,8,170.37,0.706,0.309
3.120477253,0.196878474,16.3863715,9.25,103.52,0.708,0.282
2.622862593,0.129954296,8.61695975,10.33,60.73,0.708,0.213
2.794966107,0.124798873,15.78787178,10.26,28.95,0.822,
3.129401438,0.296099463,5.417912039,11.1,35.8,,
2.749442758,0.101960301,19.05680819,9.7,74.66,,
2.637444996,0.318667877,19.03537836,9.12,44.96,0.715,0.248
2.534866423,0.060640947,4.50986916,10.34,,0.887,0.505
3.012789579,0.038910164,9.228745158,9.44,43.19,0.797,0.407
2.54194428,0.021596299,5.281273166,10.3,43.63,,
2.192521646,0.202019795,4.264718669,11.61,,0.923,0.515
2.604666826,0.077806543,14.12238431,11.55,33.23,0.727,0.273
2.196443347,0.078538109,5.201709133,12.6,,,
3.197999844,0.064811489,8.674057712,9.6,46.5,,
2.839173281,0.138319003,15.36200401,7.84,157.58,0.727,0.39
3.193875053,0.187070875,15.72537862,9.82,66.94,0.7,0.277
3.210048242,0.074877835,14.23887691,10.6,62.63,,
3.020006544,0.067456697,11.31417367,10.56,26.24,0.845,0.447
2.746496419,0.126539321,4.722839016,9.7,32.49,,
2.282620016,0.19300711,7.148596758,11.8,,,
2.178199353,0.181092356,2.612253079,12.7,,,
2.896939438,0.074226625,3.138480407,10.78,,0.865,0.447
2.658537612,0.167204245,13.32343865,11.5,,,
2.223178028,0.026102577,6.295925641,11.7,13.5,,
3.152341542,0.308568879,21.82730891,8.74,109.56,0.701,0.316
2.658892555,0.075101249,13.86075087,10.7,21.1,,
3.001174991,0.110350719,14.32899229,10.5,59.85,,
2.590850748,0.178655808,11.33874982,10.8,22.05,,
3.168846244,0.095199558,15.6664351,9.1,49.45,,
2.197466649,0.141843785,4.898165609,11.9,,,
3.129671431,0.050208754,5.93867437,11,58.65,,
2.77237093,0.211868954,5.3979731,11.84,,0.706,0.321
2.255988469,0.155177546,0.715897049,12.18,,0.766,
2.221284682,0.089879039,3.646521892,11.38,16.63,,
2.792937331,0.136340256,8.125367413,10.41,34.14,0.848,0.41
2.225761381,0.07534304,3.400263143,11.86,11.02,0.912,0.525
2.713721007,0.204583449,7.104613713,11.3,19.28,,
2.27484128,0.156976133,3.421885587,13.2,,,
3.18862736,0.032319619,1.132105704,10.33,53.39,,
